ID,CFID,PRODUCT NAME,PRODUCT CATEGORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",asset_finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",bnpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",credit_card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",invoice_finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",logbook_loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",microfinance_loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",mobile_loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",",",",",",mortgage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
